IDENTIFICACION,IDENTIFICACION TAXONOMICA,NOMBRE CIENTIFICO,CLASIFICACION SUPERIOR,REINO,FILO,CLASE,ORDEN,FAMILIA,GENERO,EPITETO ESPECIFICO,EPITETO INFRAESPECIFICO,RANGO DE TAXON,NOMBRE CIENTIFICO 1,NOMBRE VERNACULO,CODIGO NOMENCLATURA,ESTADO TAXONOMICO,TAXON OBSERVACIONES,LENGUAJE,ESTADO DE AMENAZA
gbif.org/species/4280823,gbif.org/species/4280823,Sphagnum capillaceum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,capillaceum,NA,Especie,(Weiss) Schrank,NA,ICN,Sinónimo,Nombre original validado: Sphagnum capillaceum | Nuevo taxón incluido,es,VU
gbif.org/species/2669192,gbif.org/species/2669192,Sphagnum cleefii,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,cleefii,NA,Especie,"H.Crum, 1989",NA,ICN,Aceptado,Nombre original validado: Sphagnum cleefii | Pasa de VU a CR,es,CR
gbif.org/species/2669085,gbif.org/species/2669085,Sphagnum curvatulum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,curvatulum,NA,Especie,"H.Crum, 1993",NA,ICN,Aceptado,Nombre original validado: Sphagnum curvatulum | Nuevo taxón incluido,es,VU
gbif.org/species/2669028,gbif.org/species/2669028,Sphagnum diblastoides,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,diblastoides,NA,Especie,"H.Crum, 2001",NA,ICN,Aceptado,Nombre original validado: Sphagnum diblastoides | Nuevo taxón incluido,es,CR
gbif.org/species/2669011,gbif.org/species/2669011,Sphagnum falcatulum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,falcatulum,NA,Especie,"Bescherelle, 1885",NA,ICN,Aceptado,Nombre original validado: Sphagnum falcatulum | Nuevo taxón incluido,es,VU
gbif.org/species/2669204,gbif.org/species/2669204,Sphagnum imperforatum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,imperforatum,NA,Especie,"H.Crum, 1989",NA,ICN,Aceptado,Nombre original validado: Sphagnum imperforatum | Pasa de VU a CR,es,CR
gbif.org/species/2668991,gbif.org/species/2668991,Sphagnum laxirameum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,laxirameum,NA,Especie,"H.Crum, 1995",NA,ICN,Aceptado,Nombre original validado: Sphagnum laxirameum | Pasa de EN a VU,es,VU
gbif.org/species/2669057,gbif.org/species/2669057,Sphagnum lewisii,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,lewisii,NA,Especie,"H.Crum, 1993",NA,ICN,Aceptado,Nombre original validado: Sphagnum lewisii | Nuevo taxón incluido,es,VU
gbif.org/species/2669168,gbif.org/species/2669168,Sphagnum ornatum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,ornatum,NA,Especie,"H.Crum, 1985",NA,ICN,Aceptado,Nombre original validado: Sphagnum ornatum | Nuevo taxón incluido,es,CR
gbif.org/species/2669200,gbif.org/species/2669200,Sphagnum platyphyllum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,platyphyllum,NA,Especie,"Warnstorf, 1884",NA,ICN,Aceptado,Nombre original validado: Sphagnum platyphyllum | Nuevo taxón incluido,es,VU
gbif.org/species/2669149,gbif.org/species/2669149,Sphagnum pylaesii,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,pylaesii,NA,Especie,"Bridel, 1827",NA,ICN,Aceptado,Nombre original validado: Sphagnum pylaesii | Nuevo taxón incluido,es,EN
gbif.org/species/2669016,gbif.org/species/2669016,Sphagnum rotundatum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,rotundatum,NA,Especie,"C.Müller & Warnstorf, 1897",NA,ICN,Aceptado,Nombre original validado: Sphagnum rotundatum | Nuevo taxón incluido,es,VU
gbif.org/species/2669070,gbif.org/species/2669070,Sphagnum santanderense,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,santanderense,NA,Especie,"H.Crum, 1993",NA,ICN,Aceptado,Nombre original validado: Sphagnum santanderense | Nuevo taxón incluido,es,CR
gbif.org/species/2669252,gbif.org/species/2669252,Sphagnum sonsonense,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,sonsonense,NA,Especie,"H.Crum, 1995",NA,ICN,Aceptado,Nombre original validado: Sphagnum sonsonense | Nuevo taxón incluido,es,EN
gbif.org/species/2669113,gbif.org/species/2669113,Sphagnum squarrosum,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,squarrosum,NA,Especie,"Crome, 1803",NA,ICN,Aceptado,Nombre original validado: Sphagnum squarrosum | Nuevo taxón incluido,es,VU
gbif.org/species/2668976,gbif.org/species/2668976,Sphagnum sumapazense,Plantae | Bryophyta | Sphagnopsida | Sphagnales | Sphagnaceae | Sphagnum,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,sumapazense,NA,Especie,"H.Crum, 1997",NA,ICN,Aceptado,Nombre original validado: Sphagnum sumapazense | Nuevo taxón incluido,es,VU
gbif.org/species/8352582,gbif.org/species/8352582,Neesioscyphus allionii,Plantae | Marchantiophyta | Jungermanniopsida | Jungermanniales | Balantiopsaceae | Neesioscyphus,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Balantiopsidaceae,Neesioscyphus,allionii,NA,Especie,(Steph.) Grolle,NA,ICN,Aceptado,Nombre original validado: Neesioscyphus allionii | Corrección ortográfica | Pasa de VU a CR,es,CR
gbif.org/species/2689318,gbif.org/species/2689318,Ruizanthus venezuelanus,Plantae | Marchantiophyta | Jungermanniopsida | Jungermanniales | Balantiopsaceae | Ruizanthus,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Balantiopsidaceae,Ruizanthus,venezuelanus,NA,Especie,R.M.Schust.,NA,ICN,Aceptado,Nombre original validado: Ruizanthus venezuelanus,es,VU
gbif.org/species/5286346,gbif.org/species/5286346,Nowellia curvifolia,Plantae | Marchantiophyta | Jungermanniopsida | Jungermanniales | Cephaloziaceae | Nowellia,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Nowellia,curvifolia,NA,Especie,(Dicks.) Mitt.,NA,ICN,Aceptado,Nombre original validado: Nowellia curvifolia | Pasa de VU a EN,es,EN
gbif.org/species/2688993,gbif.org/species/2688993,Cephaloziella divaricata,Plantae | Marchantiophyta | Jungermanniopsida | Jungermanniales | Cephaloziellaceae | Cephaloziella,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,divaricata,NA,Especie,(Sm.) Schiffn.,NA,ICN,Aceptado,Nombre original validado: Cephaloziella divaricata | Pasa de VU a CR,es,CR
gbif.org/species/2688977,gbif.org/species/2688977,Cephaloziopsis intertexta,Plantae | Marchantiophyta | Jungermanniopsida | Jungermanniales | Cephaloziellaceae | Cephaloziopsis,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziellaceae,Cephaloziopsis,intertexta,NA,Especie,(Gottsche) R.M.Schust.,NA,ICN,Aceptado,Nombre original validado: Cephaloziopsis intertexta | Pasa de VU a EN,es,EN
gbif.org/species/7962907,gbif.org/species/7962907,Bazzania denticulifera,Plantae | Marchantiophyta | Jungermanniopsida | Jungermanniales | Lepidoziaceae | Bazzania,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Bazzania,denticulifera,NA,Especie,Mägd.,NA,ICN,Aceptado,Nombre original validado: Bazzania denticulifera | Nuevo taxón incluido,es,CR
gbif.org/species/9328510,gbif.org/species/9328510,Micropterygium longicellulatum,Plantae | Marchantiophyta | Jungermanniopsida | Jungermanniales | Lepidoziaceae | Micropterygium,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Micropterygium,longicellulatum,NA,Especie,Uribe & E.L.Linares,NA,ICN,Aceptado,Nombre original validado: Micropterygium longicellulatum | Nuevo taxón incluido,es,VU
gbif.org/species/2689351,gbif.org/species/2689351,Chaetocolea palmata,Plantae | Marchantiophyta | Jungermanniopsida | Jungermanniales | Pseudolepicoleaceae | Chaetocolea,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Pseudolepicoleaceae,Chaetocolea,palmata,NA,Especie,Spruce,NA,ICN,Aceptado,Nombre original validado: Chaetocolea palmata,es,VU
gbif.org/species/7747197,gbif.org/species/7747197,Temnoma chaetophyllum,Plantae | Marchantiophyta | Jungermanniopsida | Jungermanniales | Pseudolepicoleaceae | Temnoma,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Pseudolepicoleaceae,Temnoma,chaetophyllum,NA,Especie,R.M.Schust.,NA,ICN,Aceptado,Nombre original validado: Temnoma chaetophyllum | Corrección ortográfica | Pasa de VU a CR,es,CR
gbif.org/species/8224821,gbif.org/species/8224821,Metzgeria lechleri,Plantae | Marchantiophyta | Jungermanniopsida | Metzgeriales | Metzgeriaceae | Metzgeria,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria,lechleri,NA,Especie,Steph.,NA,ICN,Aceptado,Nombre original validado: Metzgeria lechleri | Pasa de VU a EN,es,EN
gbif.org/species/2688803,gbif.org/species/2688803,Blepharolejeunea saccata,Plantae | Marchantiophyta | Jungermanniopsida | Porellales | Lejeuneaceae | Blepharolejeunea,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Blepharolejeunea,saccata,NA,Especie,(Steph.) van Slageren & Kruijt,NA,ICN,Aceptado,Nombre original validado: Blepharolejeunea saccata | Pasa de VU a CR,es,CR
