IDENTIFICACION,IDENTIFICACION TAXONOMICA,NOMBRE CIENTIFICO,CLASIFICACION SUPERIOR,REINO,FILO,CLASE,ORDEN,FAMILIA,GENERO,EPITETO ESPECIFICO,EPITETO INFRAESPECIFICO,RANGO DE TAXON,NOMBRE CIENTIFICO 1,NOMBRE VERNACULO,CODIGO NOMENCLATURA,ESTADO TAXONOMICO,TAXON OBSERVACIONES,LENGUAJE,ESTADO DE AMENAZA
gbif.org/species/2373996,gbif.org/species/2373996,Thunnus obesus,Animalia | Chordata | Vertebrata | Actinopterygii | Perciformes | Scombridae | Thunnus,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Thunnus,obesus,NA,Especie,"(Lowe, 1839)",Atún Ojo Grande,ICZN,Válido,Nombre original validado: Thunnus obesus,es,VU
gbif.org/species/2388184,gbif.org/species/2388184,Epinephelus cifuentesi,Animalia | Chordata | Vertebrata | Actinopterygii | Perciformes | Serranidae | Epinephelus,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,cifuentesi,NA,Especie,"Lavenberg & Grove, 1993",Cherna Verde,ICZN,Válido,Nombre original validado: Epinephelus cifuentesi |,es,VU
gbif.org/species/2388456,gbif.org/species/2388456,Epinephelus itajara,Animalia | Chordata | Vertebrata | Actinopterygii | Perciformes | Serranidae | Epinephelus,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,itajara,NA,Especie,"(Lichtenstein, 1822)",Mero guasa,ICZN,Válido,Nombre original validado: Epinephelus itajara,es,CR
gbif.org/species/2388300,gbif.org/species/2388300,Epinephelus striatus,Animalia | Chordata | Vertebrata | Actinopterygii | Perciformes | Serranidae | Epinephelus,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,striatus,NA,Especie,"(Bloch, 1792)",Cherna | Mero criollo,ICZN,Válido,Nombre original validado: Epinephelus striatus,es,CR
gbif.org/species/2389013,gbif.org/species/2389013,Mycteroperca bonaci,Animalia | Chordata | Vertebrata | Actinopterygii | Perciformes | Serranidae | Mycteroperca,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,bonaci,NA,Especie,"(Poey, 1860)",Cherna Negra,ICZN,Válido,Nombre original validado: Mycteroperca bonaci,es,VU
gbif.org/species/2389028,gbif.org/species/2389028,Mycteroperca cidi,Animalia | Chordata | Vertebrata | Actinopterygii | Perciformes | Serranidae | Mycteroperca,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,cidi,NA,Especie,"Cervigón, 1966",Cherna blanca,ICZN,Válido,Nombre original validado: Mycteroperca cidi,es,VU
gbif.org/species/2389031,gbif.org/species/2389031,Mycteroperca olfax,Animalia | Chordata | Vertebrata | Actinopterygii | Perciformes | Serranidae | Mycteroperca,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,olfax,NA,Especie,"(Jenyns, 1840)",Mero Bacalao,ICZN,Válido,Nombre original validado: Mycteroperca olfax,es,VU
gbif.org/species/2389034,gbif.org/species/2389034,Mycteroperca venenosa,Animalia | Chordata | Vertebrata | Actinopterygii | Perciformes | Serranidae | Mycteroperca,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,venenosa,NA,Especie,"(Linnaeus, 1758)",Cherna,ICZN,Válido,Nombre original validado: Mycteroperca venenosa,es,VU
gbif.org/species/2392846,gbif.org/species/2392846,Axoclinus rubinoffi,Animalia | Chordata | Vertebrata | Actinopterygii | Perciformes | Tripterygiidae | Axoclinus,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Axoclinus,rubinoffi,NA,Especie,"Allen & Robertson, 1992",Tres Aletas Ojo Negro,ICZN,Válido,Nombre original validado: Axoclinus rubinoffi,es,VU
gbif.org/species/5788255,gbif.org/species/5788255,Lepidonectes bimaculatus,Animalia | Chordata | Vertebrata | Actinopterygii | Perciformes | Tripterygiidae | Lepidonectes,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Lepidonectes,bimaculatus,NA,Especie,"Allen & Robertson, 1992",Triple Aleta Candela,ICZN,Válido,Nombre original validado: Lepidonectes bimaculatus,es,VU
gbif.org/species/2407103,gbif.org/species/2407103,Balistes vetula,Animalia | Chordata | Vertebrata | Actinopterygii | Tetraodontiformes | Balistidae | Balistes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,vetula,NA,Especie,"Linnaeus, 1758",Pejepuerco | Cachuo | Cachua,ICZN,Válido,Nombre original validado: Balistes vetula,es,EN
gbif.org/species/2431315,gbif.org/species/2431315,Bolitoglossa capitana,Animalia | Chordata | Vertebrata | Amphibia | Caudata | Plethodontidae | Bolitoglossa,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,capitana,NA,Especie,"Brame & Wake, 1963",Salamandra de Albán,ICZN,Válido,Nombre original validado: Bolitoglossa capitana | Mantiene categoría Resolución 1912 de 2017,es,CR
gbif.org/species/9338198,gbif.org/species/9338198,Bolitoglossa guaneae,Animalia | Chordata | Vertebrata | Amphibia | Caudata | Plethodontidae | Bolitoglossa,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,guaneae,NA,Especie,"Acosta-Galvis & Gutiérrez-Lamus, 2012",Salamandra,ICZN,Válido,Nombre original validado: Bolitoglossa guaneae | Nuevo taxón incluido,es,VU
gbif.org/species/2431289,gbif.org/species/2431289,Bolitoglossa hiemalis,Animalia | Chordata | Vertebrata | Amphibia | Caudata | Plethodontidae | Bolitoglossa,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,hiemalis,NA,Especie,"Lynch, 2001",Salamandra,ICZN,Válido,Nombre original validado: Bolitoglossa hiemalis | Nuevo taxón incluido,es,VU
gbif.org/species/2431296,gbif.org/species/2431296,Bolitoglossa hypacra,Animalia | Chordata | Vertebrata | Amphibia | Caudata | Plethodontidae | Bolitoglossa,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,hypacra,NA,Especie,"(Brame & Wake, 1962)",Salamandra,ICZN,Válido,Nombre original validado: Bolitoglossa hypacra | Nuevo taxón incluido,es,EN
gbif.org/species/9577531,gbif.org/species/9577531,Bolitoglossa leandrae,Animalia | Chordata | Vertebrata | Amphibia | Caudata | Plethodontidae | Bolitoglossa,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,leandrae,NA,Especie,"Acevedo, Wake, Márquez, Silva, Franco & Amézquita, 2013",Salamandra,ICZN,Válido,Nombre original validado: Bolitoglossa leandrae,es,CR
gbif.org/species/2431259,gbif.org/species/2431259,Bolitoglossa pandi,Animalia | Chordata | Vertebrata | Amphibia | Caudata | Plethodontidae | Bolitoglossa,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,pandi,NA,Especie,"Brame & Wake, 1963",Salamandra de Pandi,ICZN,Válido,Nombre original validado: Bolitoglossa pandi | Mantiene categoría Resolución 1912 de 2017,es,EN
gbif.org/species/9268523,gbif.org/species/9268523,Bolitoglossa tamaense,Animalia | Chordata | Vertebrata | Amphibia | Caudata | Plethodontidae | Bolitoglossa,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,tamaense,NA,Especie,"Acevedo, Wake, Márquez, Silva, Franco & Amézquita, 2013",Salamandra,ICZN,Válido,Nombre original validado: Bolitoglossa tamaense,es,EN
gbif.org/species/2431290,gbif.org/species/2431290,Bolitoglossa tatamae,Animalia | Chordata | Vertebrata | Amphibia | Caudata | Plethodontidae | Bolitoglossa,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,tatamae,NA,Especie,"Acosta-Galvis & Hoyos, 2006",Salamandra,ICZN,Válido,Nombre original validado: Bolitoglossa tatamae | Nuevo taxón incluido,es,EN
gbif.org/species/9545519,gbif.org/species/9545519,Bolitoglossa yariguiensis,Animalia | Chordata | Vertebrata | Amphibia | Caudata | Plethodontidae | Bolitoglossa,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,yariguiensis,NA,Especie,"Meza-Joya, Hernández-Jaimes & Ramos-Pallares, 2017",Salamandra,ICZN,Válido,Nombre original validado: Bolitoglossa yariguiensis | Nuevo taxón incluido,es,EN
gbif.org/species/11539236,gbif.org/species/11539236,Hyloxalus cepedai,Animalia | Chordata | Vertebrata | Amphibia | Anura | Dendrobatidae | Hyloxalus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus,cepedai,NA,Especie,"(Morales, 2002)",NA,ICZN,Válido,Nombre original validado: Hyloxalus cepedai | Nuevo taxón incluido,es,VU
gbif.org/species/8531823,gbif.org/species/8531823,Allobates ignotus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Aromobatidae | Allobates,Animalia,Chordata,Amphibia,Anura,Aromobatidae,Allobates,ignotus,NA,Especie,"Anganoy-Criollo, 2012",NA,ICZN,Válido,Nombre original validado: Allobates ignotus | Nuevo taxón incluido,es,EN
gbif.org/species/2426319,gbif.org/species/2426319,Allobates juanii,Animalia | Chordata | Vertebrata | Amphibia | Anura | Aromobatidae | Allobates,Animalia,Chordata,Amphibia,Anura,Aromobatidae,Allobates,juanii,NA,Especie,"(Morales, 1994)",NA,ICZN,Válido,Nombre original validado: Allobates juanii | Nuevo taxón incluido,es,EN
gbif.org/species/11433514,gbif.org/species/11433514,Hyloxalus picachos,Animalia | Chordata | Vertebrata | Amphibia | Anura | Dendrobatidae | Hyloxalus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus,picachos,NA,Especie,"(Ardila-Robayo, Acosta-Galvis & Coloma, 2000)",NA,ICZN,Válido,Nombre original validado: Hyloxalus picachos | Nuevo taxón incluido,es,EN
gbif.org/species/2426290,gbif.org/species/2426290,Allobates ranoides,Animalia | Chordata | Vertebrata | Amphibia | Anura | Aromobatidae | Allobates,Animalia,Chordata,Amphibia,Anura,Aromobatidae,Allobates,ranoides,NA,Especie,"(Boulenger, 1918)",Rana saltona de Villavicencio,ICZN,Válido,Nombre original validado: Allobates ranoides | Mantiene categoría Resolución 1912 de 2017,es,CR
gbif.org/species/5216705,gbif.org/species/5216705,Atelopus angelito,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,angelito,NA,Especie,"Ardila-Robayo & Ruiz-Carranza, 1998",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus angelito,es,CR
gbif.org/species/7785931,gbif.org/species/7785931,Atelopus ardila,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,ardila,NA,Especie,"Coloma, Duellman, Almendáriz, Ron, Terán-Valdez & Guayasamin, 2010",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus ardila,es,CR
gbif.org/species/5216689,gbif.org/species/5216689,Atelopus arsyecue,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,arsyecue,NA,Especie,"Rueda-Almonacid, 1994",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus arsyecue,es,CR
gbif.org/species/5216638,gbif.org/species/5216638,Atelopus carrikeri,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,carrikeri,NA,Especie,"Ruthven, 1916",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus carrikeri,es,EN
gbif.org/species/5216697,gbif.org/species/5216697,Atelopus chocoensis,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,chocoensis,NA,Especie,"Lötters, 1992",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus chocoensis,es,CR
gbif.org/species/5216644,gbif.org/species/5216644,Atelopus ebenoides,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,ebenoides,NA,Especie,"Rivero, 1963",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus ebenoides |,es,CR
gbif.org/species/5216632,gbif.org/species/5216632,Atelopus elegans,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,elegans,NA,Especie,"(Boulenger, 1882)",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus elegans,es,EN
gbif.org/species/5216618,gbif.org/species/5216618,Atelopus eusebianus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,eusebianus,NA,Especie,"Rivero & Granados-Díaz, 1993",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus eusebianus | Pasa de EN a CR,es,CR
gbif.org/species/5216685,gbif.org/species/5216685,Atelopus famelicus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,famelicus,NA,Especie,"Rivero & Morales, 1995",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus famelicus,es,CR
gbif.org/species/5216673,gbif.org/species/5216673,Atelopus farci,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,farci,NA,Especie,"Lynch, 1993",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus farci | Mantiene categoría Resolución 1912 de 2017,es,CR
gbif.org/species/8304240,gbif.org/species/8304240,Atelopus gigas,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,gigas,NA,Especie,"Coloma, Duellman, Almendáriz, Ron, Terán-Valdez & Guayasamin, 2010",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus gigas,es,CR
gbif.org/species/5216611,gbif.org/species/5216611,Atelopus glyphus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,glyphus,NA,Especie,"Dunn, 1931",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus glyphus,es,CR
gbif.org/species/5216664,gbif.org/species/5216664,Atelopus laetissimus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,laetissimus,NA,Especie,"Ruiz-Carranza, Ardila-Robayo & Hernández-Camacho, 1994",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus laetissimus,es,EN
gbif.org/species/5216655,gbif.org/species/5216655,Atelopus longibrachius,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,longibrachius,NA,Especie,"Rivero, 1963",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus longibrachius,es,EN
gbif.org/species/5216631,gbif.org/species/5216631,Atelopus lozanoi,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,lozanoi,NA,Especie,"Osorno-Muñoz, Ardila-Robayo & Ruiz-Carranza, 2001",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus lozanoi | Pasa de CR a EN,es,EN
gbif.org/species/10746797,gbif.org/species/10746797,Atelopus marinkellei,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,marinkellei,NA,Especie,"Cochran & Goin, 1970",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus marinkellei,es,EN
gbif.org/species/5216668,gbif.org/species/5216668,Atelopus minutulus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,minutulus,NA,Especie,"Ruiz-Carranza, Hernández-Camacho & Ardila-Robayo, 1988",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus minutulus | Pasa de EN a CR,es,CR
gbif.org/species/5216690,gbif.org/species/5216690,Atelopus mittermeieri,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,mittermeieri,NA,Especie,"Acosta-Galvis, Rueda-Almonacid, Velásquez-Álvarez, Sánchez-Pacheco & Peña-Prieto, 2006",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus mittermeieri,es,EN
gbif.org/species/5216654,gbif.org/species/5216654,Atelopus monohernandezii,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,monohernandezii,NA,Especie,"Ardila-Robayo, Osorno-Muñoz & Ruiz-Carranza, 2002",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus monohernandezii,es,CR
gbif.org/species/5216688,gbif.org/species/5216688,Atelopus muisca,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,muisca,NA,Especie,"Rueda-Almonacid & Hoyos, 1992",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus muisca | Mantiene categoría Resolución 1912 de 2017,es,CR
gbif.org/species/5216674,gbif.org/species/5216674,Atelopus nahumae,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,nahumae,NA,Especie,"Ruiz-Carranza, Ardila-Robayo & Hernández-Camacho, 1994",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus nahumae,es,EN
gbif.org/species/5216660,gbif.org/species/5216660,Atelopus nicefori,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,nicefori,NA,Especie,"Rivero, 1963",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus nicefori,es,CR
gbif.org/species/8298659,gbif.org/species/8298659,Atelopus nocturnus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,nocturnus,NA,Especie,"Bravo-Valencia & Rivera-Correa, 2011",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus nocturnus,es,CR
gbif.org/species/7712378,gbif.org/species/7712378,Atelopus pastuso,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,pastuso,NA,Especie,"Coloma, Duellman, Almendáriz, Ron, Terán-Valdez & Guayasamin, 2010",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus pastuso,es,CR
gbif.org/species/5216694,gbif.org/species/5216694,Atelopus pedimarmoratus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,pedimarmoratus,NA,Especie,"Rivero, 1963",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus pedimarmoratus | Pasa de EN a CR,es,CR
gbif.org/species/5216609,gbif.org/species/5216609,Atelopus petriruizi,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,petriruizi,NA,Especie,"Ardila-Robayo, 1999",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus petriruizi,es,CR
gbif.org/species/5216693,gbif.org/species/5216693,Atelopus pictiventris,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,pictiventris,NA,Especie,"Kattan, 1986",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus pictiventris,es,CR
gbif.org/species/5216633,gbif.org/species/5216633,Atelopus quimbaya,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,quimbaya,NA,Especie,"Ruiz-Carranza & Osorno-Muñoz, 1994",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus quimbaya,es,CR
gbif.org/species/5216700,gbif.org/species/5216700,Atelopus sanjosei,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,sanjosei,NA,Especie,"Rivero & Serna, 1989",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus sanjosei,es,CR
gbif.org/species/5216683,gbif.org/species/5216683,Atelopus sernai,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,sernai,NA,Especie,"Ruiz-Carranza & Osorno-Muñoz, 1994",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus sernai | Pasa de EN a CR,es,CR
gbif.org/species/5216671,gbif.org/species/5216671,Atelopus simulatus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,simulatus,NA,Especie,"Ruiz-Carranza & Osorno-Muñoz, 1994",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus simulatus,es,CR
gbif.org/species/5216635,gbif.org/species/5216635,Atelopus sonsonensis,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,sonsonensis,NA,Especie,"Vélez-Rodriguez & Ruiz-Carranza, 1997",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus sonsonensis,es,CR
gbif.org/species/5216703,gbif.org/species/5216703,Atelopus subornatus,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Atelopus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,subornatus,NA,Especie,"Werner, 1899",Rana arlequín,ICZN,Válido,Nombre original validado: Atelopus subornatus | Pasa de EN a CR,es,CR
gbif.org/species/2422192,gbif.org/species/2422192,Osornophryne percrassa,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Osornophryne,Animalia,Chordata,Amphibia,Anura,Bufonidae,Osornophryne,percrassa,NA,Especie,"Ruiz-Carranza & Hernández-Camacho, 1976",NA,ICZN,Válido,Nombre original validado: Osornophryne percrassa,es,VU
gbif.org/species/2422196,gbif.org/species/2422196,Osornophryne talipes,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Osornophryne,Animalia,Chordata,Amphibia,Anura,Bufonidae,Osornophryne,talipes,NA,Especie,"Cannatella, 1986",NA,ICZN,Válido,Nombre original validado: Osornophryne talipes,es,VU
gbif.org/species/10722300,gbif.org/species/10722300,Rhaebo andinophrynoides,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Rhaebo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhaebo,andinophrynoides,NA,Especie,"Mueses-Cisneros, 2009",NA,ICZN,Válido,Nombre original validado: Rhaebo andinophrynoides,es,VU
gbif.org/species/8608994,gbif.org/species/8608994,Rhaebo atelopoides,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Rhaebo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhaebo,atelopoides,NA,Especie,"(Lynch & Ruiz-Carranza, 1981)",NA,ICZN,Válido,Nombre original validado: Rhaebo atelopoides,es,CR
gbif.org/species/2423153,gbif.org/species/2423153,Rhaebo blombergi,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Rhaebo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhaebo,blombergi,NA,Especie,"(Myers & Funkhouser, 1951)",NA,ICZN,Válido,Nombre original validado: Rhaebo blombergi,es,CR
gbif.org/species/8464900,gbif.org/species/8464900,Rhaebo colomai,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Rhaebo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhaebo,colomai,NA,Especie,"(Hoogmoed, 1985)",NA,ICZN,Válido,Nombre original validado: Rhaebo colomai,es,EN
gbif.org/species/5216977,gbif.org/species/5216977,Rhinella acrolopha,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Rhinella,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,acrolopha,NA,Especie,"(Trueb, 1971)",NA,ICZN,Válido,Nombre original validado: Rhinella acrolopha,es,EN
gbif.org/species/5216885,gbif.org/species/5216885,Rhinella cristinae,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Rhinella,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,cristinae,NA,Especie,"(Vélez-Rodriguez & Ruiz-Carranza, 2002)",NA,ICZN,Válido,Nombre original validado: Rhinella cristinae,es,EN
gbif.org/species/5216926,gbif.org/species/5216926,Rhinella lindae,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Rhinella,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,lindae,NA,Especie,"(Rivero & Castaño, 1990)",NA,ICZN,Válido,Nombre original validado: Rhinella lindae,es,EN
gbif.org/species/5216896,gbif.org/species/5216896,Rhinella macrorhina,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Rhinella,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,macrorhina,NA,Especie,"(Trueb, 1971)",NA,ICZN,Válido,Nombre original validado: Rhinella macrorhina,es,VU
gbif.org/species/5216987,gbif.org/species/5216987,Rhinella nicefori,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Rhinella,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,nicefori,NA,Especie,"(Cochran & Goin, 1970)",NA,ICZN,Válido,Nombre original validado: Rhinella nicefori,es,EN
gbif.org/species/5216841,gbif.org/species/5216841,Rhinella rostrata,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Rhinella,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,rostrata,NA,Especie,"(Noble, 1920)",NA,ICZN,Válido,Nombre original validado: Rhinella rostrata,es,CR
gbif.org/species/5216904,gbif.org/species/5216904,Rhinella ruizi,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Rhinella,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,ruizi,NA,Especie,"(Grant, 2000)",NA,ICZN,Válido,Nombre original validado: Rhinella ruizi,es,VU
gbif.org/species/5216927,gbif.org/species/5216927,Rhinella tenrec,Animalia | Chordata | Vertebrata | Amphibia | Anura | Bufonidae | Rhinella,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,tenrec,NA,Especie,"(Lynch & Renjifo, 1990)",NA,ICZN,Válido,Nombre original validado: Rhinella tenrec,es,EN
gbif.org/species/2429465,gbif.org/species/2429465,Centrolene sanchezi,Animalia | Chordata | Vertebrata | Amphibia | Anura | Centrolenidae | Centrolene,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,sanchezi,NA,Especie,"Ruiz-Carranza & Lynch, 1991",Rana de cristal,ICZN,Válido,Nombre original validado: Centrolene sanchezi,es,EN
